Letters,Central Letter,Total Words,Total Points
DEGLOPS,D,75,351
CHLOPST,T,59,217
CHLOPST,S,61,226
CHLOPST,H,50,207
EGLPRSU,S,100,488
EGLPRSU,P,82,397
EGLPRSU,L,83,357
AEKNOPS,S,91,376
AEKNOPS,P,83,299
AEKNOPS,O,71,257
AEKNOPS,N,98,352
AEKNOPS,K,55,199
AEKNOPS,A,92,344
EKNOPRS,N,85,410
EGNOPRS,G,66,325
HINOPRS,S,59,257
HINOPRS,O,78,350
HINOPRS,N,58,268
HINOPRS,I,62,296
IKLOPSY,S,53,208
IKLOPSY,O,55,190
IKLOPSY,L,63,216
BILNOPS,S,59,245
BILNOPS,P,51,224
BILNOPS,O,86,340
BILNOPS,N,56,267
BILNOPS,L,63,232
BILNOPS,I,70,319
DEFNOPS,S,66,301
DEFNOPS,P,54,219
DEFNOPS,O,73,287
DEFNOPS,N,68,305
DEFNOPS,E,97,413
DEFNOPS,D,62,280
ANOPRSX,O,50,187
ANOPRSX,N,53,197
ANOPRSX,A,64,214
BLOPRSU,U,60,210
BLOPRSU,S,53,205
BLOPRSU,O,62,210
BLOPRSU,L,54,160
HLOPRSY,P,52,220
HLOPRSY,O,73,278
ANOPRSZ,R,53,208
ANOPRSZ,O,53,212
ANOPRSZ,N,50,183
ANOPRSZ,A,67,231
ACOPRST,C,98,467
ELOPSTY,Y,51,258
AEGPRSU,G,92,435
AELPRSW,W,62,291
ALPRSWY,L,55,213
ALPRSWY,A,90,299
DEGIPRS,S,96,491
DEGIPRS,P,69,370
DEGIPRS,G,53,277
DEGIPRS,D,86,447
GINPRSY,I,60,287
CENPRSU,U,99,517
CENPRSU,P,81,407
CENPRSU,N,61,365
CENPRSU,C,68,385
IKNPSTU,S,58,212
IKNPSTU,N,56,214
IKNPSTU,I,69,241
AEIPRSY,Y,59,248
ABELQSU,U,55,235
ABELQSU,S,83,362
ABELQSU,E,86,371
ABELQSU,B,80,332
ABELQSU,A,96,416
ADILQSU,S,59,224
ADILQSU,L,63,259
ADILQSU,I,59,235
ADILQSU,A,69,262
ALOQRSU,U,51,230
ALOQRSU,S,62,253
ALOQRSU,R,51,227
ALOQRSU,L,53,211
ALOQRSU,A,62,276
AELMQSU,U,59,259
AELMQSU,S,95,401
AELMQSU,M,82,346
AELMQSU,L,91,375
AELMQSU,E,83,364
AELMQSU,A,98,411
ADEQRSU,U,63,249
ADEQRSU,S,87,370
ADEQRSU,E,93,396
ADEQRSU,D,74,293
ADEQRSU,A,88,352
AENQRSU,U,72,357
AENQRSU,R,98,458
AENQRSU,N,84,423
AENQRSU,E,97,459
AHIQRSU,U,55,239
AHIQRSU,S,82,356
AHIQRSU,R,67,289
AHIQRSU,H,51,233
AHIQRSU,A,75,322
ADEHQSU,S,57,215
ADEHQSU,A,54,210
AENQSTU,U,71,364
EGILQSU,S,50,210
EGILQSU,L,58,219
EGILQSU,E,53,235
GINQSTU,T,52,242
GINQSTU,S,57,271
GINQSTU,N,63,311
GINQSTU,I,65,314
EIMQRSU,U,56,281
EIMQRSU,S,75,327
EIMQRSU,R,74,332
EIMQRSU,M,55,253
EIMQRSU,I,63,286
EIMQRSU,E,77,342
EILQRSU,U,57,263
EILQRSU,S,74,307
EILQRSU,R,61,252
EILQRSU,L,57,229
EILQRSU,I,58,259
EILQRSU,E,77,316
ACDEKST,T,81,374
ACDEKST,S,91,405
ACDEKST,D,51,243
ACDEKST,C,52,257
ACEKRST,K,72,338
ADIMSTU,U,53,196
ADIMSTU,T,59,244
ADIMSTU,S,89,346
ADIMSTU,M,85,329
ADIMSTU,I,81,316
ADIMSTU,D,58,208
ADIMSTU,A,98,367
ADEGHST,T,87,409
ADEGHST,H,67,303
ADEGHST,D,73,358
AGILSTY,T,68,281
AGILSTY,S,82,352
AGILSTY,I,81,338
ACGNSTY,N,57,249
ACGNSTY,A,78,319
AIRSTWY,T,88,391
AIRSTWY,S,74,332
AIRSTWY,R,82,362
AIRSTWY,I,66,294
AEKOSTU,T,87,331
AEKOSTU,S,84,319
AEKOSTU,E,74,308
AEKOSTU,A,72,266
ADEKLST,D,70,358
AEIKLST,K,75,293
ABLMSTU,U,79,280
ABLMSTU,T,71,263
ABLMSTU,S,88,328
ABLMSTU,M,67,260
ABLMSTU,L,97,367
ABLMSTU,B,66,250
ADEMPST,P,70,301
ADEMPST,M,84,346
ADEMPST,D,76,351
ABDNSTY,A,80,318
ADNOSTW,T,54,217
ADNOSTW,S,57,210
ADNOSTW,O,63,232
ADNOSTW,N,66,266
ADNOSTW,A,79,296
ADGINST,T,91,467
ADGINST,G,91,479
ADGINST,D,55,244
ADHINST,T,74,364
ADHINST,N,98,450
ADHINST,H,55,244
ADHINST,D,58,245
ADILNST,D,67,301
AELNSTY,Y,82,432
ABDORST,T,87,329
ABDORST,S,72,279
ABDORST,O,99,380
ABDORST,D,59,219
ABDORST,B,69,275
ADMORST,T,93,361
ADMORST,S,86,341
ADMORST,M,96,363
ADMORST,D,62,211
AFHIRST,T,100,467
AFHIRST,H,65,332
AFHIRST,F,54,251
AEGRSTZ,G,84,457
AKLRSTY,T,66,263
AKLRSTY,S,59,248
AKLRSTY,R,53,220
AKLRSTY,L,58,231
AEKNRST,K,78,352
ADERSTV,V,67,362
ACEFRST,F,82,406
ADEISTW,I,80,342
ADEISTW,D,94,419
AORSTUY,U,73,348
AORSTUY,S,100,454
AORSTUY,O,81,338
AEHLSTY,Y,68,331
AEHLSTY,H,87,410
ABEMOST,O,86,343
ABEMOST,M,96,374
ABEMOST,B,75,282
BEKNOST,T,85,384
BEKNOST,S,76,331
BEKNOST,O,89,338
BEKNOST,N,93,388
BEKNOST,B,54,213
EIKLMST,T,86,365
EIKLMST,S,94,418
EIKLMST,M,66,275
EIKLMST,L,98,424
ADEHPST,P,78,326
ADEHPST,H,74,337
ADEHPST,D,74,359
EHNOPST,P,94,404
EHNOPST,N,96,455
EHNOPST,H,70,314
EOPRSTY,Y,67,302
EILRSTZ,L,98,507
DEORSTV,V,64,367
DEORSTV,D,87,464
EGINSTW,W,56,319
EGINSTW,G,72,435
AENPSTW,W,53,225
AENPSTW,P,96,410
CIKLSTY,I,66,262
CEIKLST,T,77,349
CEIKLST,S,82,357
CEIKLST,L,94,418
CEIKLST,I,91,389
CEIKLST,E,93,424
CIKNPST,I,60,177
CIMOSTY,T,57,262
CIMOSTY,S,60,287
CIMOSTY,O,64,303
CIMOSTY,M,50,276
CIMOSTY,I,58,294
EGILSTZ,T,54,230
EGILSTZ,S,67,280
EGILSTZ,L,70,292
EGILSTZ,I,65,270
EGILSTZ,E,74,334
DEFILST,T,92,406
DEFILST,S,96,436
DEFILST,F,58,236
DEFILST,D,70,328
FGILNST,T,53,230
FGILNST,N,58,307
FGILNST,I,87,361
AEGIMST,I,98,484
AEGIMST,G,59,301
BHILRST,I,59,218
DEILSTY,T,95,477
DEILSTY,S,100,485
DEILSTY,D,73,342
GILNSTY,T,52,239
GILNSTY,N,58,305
GILNSTY,I,84,378
EIKNRST,K,65,290
IKNOPST,T,70,295
IKNOPST,S,75,311
IKNOPST,P,66,316
IKNOPST,O,87,401
IKNOPST,N,84,378
IKNOPST,I,92,387
DEILPST,P,90,453
DEILPST,D,79,391
EILPSTU,U,84,359
CDEHIST,T,80,395
CDEHIST,S,74,332
CDEHIST,I,80,355
CDEHIST,H,56,262
CDEHIST,E,96,448
CDEHIST,D,55,251
CDEHIST,C,60,292
ADEISTZ,T,86,404
ADEISTZ,I,78,330
ADEISTZ,D,83,363
ADEISTZ,A,98,422
ACHIOST,O,98,410
ACHIOST,H,92,413
ACKORST,S,85,369
ACKORST,K,60,265
ACKORST,C,93,432
CDEKOST,T,54,229
CDEKOST,S,51,208
CDEKOST,O,64,236
CDEKOST,E,62,266
CKMORST,O,73,254
EHKLOST,T,84,343
EHKLOST,S,86,355
EHKLOST,O,90,334
EHKLOST,L,76,282
EHKLOST,H,61,268
EHKLOST,E,94,390
AEIKOST,T,98,400
AEIKOST,S,95,383
AEIKOST,K,52,184
AEIKOST,I,55,224
AEIKOST,E,75,307
AEIKOST,A,81,302
ADMOPST,T,62,237
ADMOPST,S,69,268
ADMOPST,P,53,211
ADMOPST,O,72,257
ADMOPST,M,57,216
ADMOPST,A,84,305
ENORSTW,W,67,336
ADOPRST,S,93,390
ADOPRST,P,94,403
ADOPRST,D,55,198
FMOPRST,T,50,189
FMOPRST,O,78,257
ELORSTY,Y,65,303
AIKNOST,O,96,483
AIKNOST,K,68,254
AEGOSTW,T,85,327
AEGOSTW,S,77,306
AEGOSTW,E,79,336
AEGOSTW,A,77,290
GINOSTW,T,57,230
GINOSTW,S,63,275
GINOSTW,O,62,269
GINOSTW,N,86,424
GINOSTW,I,88,445
GINOSTW,G,62,339
ADIRSTV,T,76,376
ADIRSTV,S,79,348
ADIRSTV,R,82,364
ADIRSTV,I,88,375
ADIRSTV,D,51,189
AGLRSTY,Y,57,272
AGLRSTY,T,63,270
AGLRSTY,S,62,275
AGLRSTY,R,61,273
AGLRSTY,L,66,287
AGHIRST,T,97,472
AGHIRST,H,71,341
AGHIRST,G,57,231
ABGRSTU,U,90,368
ABGRSTU,T,74,300
ABGRSTU,S,83,358
ABGRSTU,R,100,412
ABGRSTU,B,60,209
AEGRSTY,Y,65,287
AEGRSTY,G,87,458
AFIRSTY,T,91,412
AFIRSTY,S,76,360
AFIRSTY,R,100,462
AFIRSTY,I,83,378
AMNRSTW,T,58,232
AMNRSTW,S,56,227
AMNRSTW,R,64,250
AMNRSTW,N,53,236
AMNRSTW,M,51,213
AMORSTW,T,98,391
AMORSTW,S,78,310
AMORSTW,O,98,402
AMORSTW,M,82,320
AEKRSTY,Y,58,252
CDEHRST,T,84,440
CDEHRST,S,91,492
CDEHRST,H,53,270
CDEHRST,D,52,295
CDEHRST,C,54,286
CEHRSTY,T,84,395
CEHRSTY,S,78,387
CEHRSTY,R,90,439
CEHRSTY,H,59,316
CEHRSTY,C,56,291
GIKNRST,S,55,243
GIKNRST,N,59,284
GIKNRST,I,86,354
GINRSTY,N,53,265
GINRSTY,I,73,329
GINRSTV,I,69,319
GMNORST,O,69,219
ACLRSTU,T,99,446
ACLRSTU,L,96,451
ACLRSTU,C,90,485
DELRSTU,L,98,487
DELRSTU,D,89,454
EGLRSTU,L,97,455
EGLRSTU,G,66,327
EMPRSTU,M,82,425
HIORSTU,U,74,331
HIORSTU,R,89,410
HIORSTU,O,90,389
HIORSTU,I,57,289
HIORSTU,H,68,283
MNORSTY,T,52,205
MNORSTY,O,82,313
BEINSTU,U,68,347
BEINSTU,B,59,287
BNORSTU,U,87,373
BNORSTU,T,76,301
BNORSTU,S,71,295
BNORSTU,R,80,359
BNORSTU,O,88,338
BNORSTU,N,58,246
BNORSTU,B,63,261
FILSTUY,U,51,248
FILSTUY,T,51,230
FILSTUY,S,53,247
FILSTUY,L,63,285
FILSTUY,I,61,263
EFINSTU,U,62,318
EFINSTU,F,53,276
FGINSTU,U,57,254
FGINSTU,T,62,281
FGINSTU,S,68,309
FGINSTU,N,73,367
FGINSTU,I,76,356
FGINSTU,G,50,258
EFPSTUY,S,50,193
EFPSTUY,E,54,212
AGINSTY,T,96,489
AGINSTY,G,87,454
EILSTYZ,T,67,319
EILSTYZ,S,75,346
EILSTYZ,L,75,345
EILSTYZ,I,62,268
EILSTYZ,E,74,343
ILOSTXY,L,59,187
ILOSTXY,I,55,189
AELSUVY,V,50,229
AELSUVY,S,77,320
AELSUVY,L,95,403
AELSUVY,E,76,304
AELSUVY,A,87,342
ABCDISU,S,76,300
ABCDISU,I,55,229
ABCDISU,C,55,269
ABCDISU,A,75,305
ABCESTU,U,72,315
ABCESTU,C,64,325
ABCESTU,B,72,255
BCINOSU,U,59,334
BCINOSU,S,74,392
BCINOSU,O,80,419
BCINOSU,N,78,420
BCINOSU,I,67,389
BCINOSU,C,64,367
BDEISUV,S,50,224
BDEISUV,E,50,236
ABDELSU,U,76,291
ABDLRSU,U,85,299
ABDLRSU,S,67,255
ABDLRSU,R,75,285
ABDLRSU,L,63,225
ABDLRSU,B,64,226
BDEISTU,U,56,261
BDEISTU,T,77,339
BDEISTU,S,85,377
BDEISTU,I,63,298
BDEISTU,E,94,426
BDEISTU,D,66,309
BDEISTU,B,52,245
ABDEHSU,S,84,331
ABDEHSU,H,55,247
ABDEHSU,E,74,302
ABDEHSU,D,73,301
ABDEHSU,B,57,230
ABDEHSU,A,92,363
BEILMSU,U,74,346
BEILMSU,S,88,383
BEILMSU,M,74,357
BEILMSU,I,81,381
BEILMSU,E,96,420
BEILMSU,B,56,253
ABLNRSU,S,92,403
ABLNRSU,R,78,333
ABLNRSU,N,75,341
ABLNRSU,L,75,307
ABLNRSU,B,74,288
BEGMRSU,U,70,317
BEGMRSU,S,65,279
BEGMRSU,R,81,378
BEGMRSU,E,88,405
BDEMRSU,U,85,386
BDEMRSU,S,77,318
BDEMRSU,R,95,472
BDEMRSU,M,66,344
BDEMRSU,D,73,347
BDEMRSU,B,50,253
ABCMOSU,U,57,271
ABCMOSU,S,81,363
ABCMOSU,O,59,250
ABCMOSU,M,69,289
ABCMOSU,C,67,333
ABCMOSU,B,52,220
ABCMOSU,A,82,365
ABPRSTU,U,93,383
ABPRSTU,T,91,357
ABPRSTU,S,98,402
ABPRSTU,P,64,232
ABPRSTU,B,51,168
BCEIRSU,U,81,420
BCEIRSU,I,77,362
BCEIRSU,C,75,374
BCEIRSU,B,55,268
BENQSTU,T,63,294
BENQSTU,S,58,263
BENQSTU,N,52,252
BENQSTU,E,72,338
BDGINSU,I,52,254
BEIRSTU,B,95,478
ABCEPSU,U,50,199
ABCEPSU,S,74,287
ABCEPSU,E,55,202
ABCEPSU,C,53,241
ABCEPSU,A,73,286
BCEIPSU,S,55,206
BGINSTU,U,62,277
BGINSTU,T,62,288
BGINSTU,S,68,313
BGINSTU,N,72,362
BGINSTU,I,75,381
BGINSTU,G,51,271
BINOSTU,U,60,275
BINOSTU,T,73,306
BINOSTU,S,72,292
BINOSTU,O,71,310
BINOSTU,N,77,358
BINOSTU,I,72,357
ABMRSTU,T,87,346
ABMRSTU,M,73,308
ABMRSTU,B,62,232
BCERSTU,C,72,363
BCERSTU,B,61,293
BEMSTUY,T,52,193
BEMSTUY,S,56,211
BDENSTU,U,74,350
BDENSTU,T,88,408
BDENSTU,S,92,431
BDENSTU,N,93,465
BDENSTU,D,77,392
BILNSTU,U,63,257
BILNSTU,T,61,231
BILNSTU,S,59,235
BILNSTU,L,50,193
BILNSTU,I,73,312
BEILSTU,U,80,362
BEILSTU,I,93,443
BEILSTU,B,78,365
BELSTUY,U,70,293
BELSTUY,T,76,342
BELSTUY,S,76,337
BELSTUY,L,88,385
BELSTUY,E,92,389
BELSTUY,B,62,267
ABCRSTU,U,97,436
ABCRSTU,T,83,343
ABCRSTU,C,67,334
ABCRSTU,B,70,267
ABILRSU,U,92,419
ABILRSU,B,96,417
BENSTUV,T,64,272
BENSTUV,S,60,258
BENSTUV,N,62,284
BENSTUV,E,79,347
BEIRSUV,S,78,344
BEIRSUV,R,88,399
BEIRSUV,I,60,271
BEIRSUV,E,86,386
BERSTUV,U,76,381
BERSTUV,T,95,485
BERSTUV,S,93,449
BERSTUV,B,53,262
CEFLSUY,U,52,245
CEFLSUY,S,51,266
CEFLSUY,L,59,251
CEFLSUY,E,53,233
CEFLNSU,U,64,364
CEFLNSU,S,81,487
CEFLNSU,L,70,380
CEFLNSU,E,84,468
CEINSUV,S,77,426
CEINSUV,N,63,354
CEINSUV,I,62,318
CEINSUV,E,69,378
CEINSTU,U,75,385
CEINSTU,C,75,430
ACHOSTU,U,71,318
ACHOSTU,O,98,409
ACHOSTU,H,82,319
ACHOSTU,C,89,404
ACHOSTU,A,84,356
CGIKNSU,S,52,214
CGIKNSU,I,51,213
CDEKLSU,U,66,264
CDEKLSU,S,58,248
CDEKLSU,L,60,248
CDEKLSU,E,69,278
DELNSUY,U,59,288
DELNSUY,S,82,457
DELNSUY,N,76,446
DELNSUY,L,73,385
DELNSUY,D,76,365
AFGNRSU,U,69,265
AFGNRSU,S,63,264
AFGNRSU,R,54,197
AFGNRSU,N,57,230
AFGNRSU,A,86,312
AEFGRSU,U,82,350
AEFGRSU,S,100,442
AEFGRSU,G,78,343
EFRSTUX,U,59,269
EFRSTUX,T,74,348
EFRSTUX,S,79,356
EFRSTUX,R,79,364
EFRSTUX,E,95,430
ADEGRSU,U,100,427
EGISTUV,S,52,210
AHORSTU,H,95,377
ACEISTU,U,68,363
ACEISTU,I,89,497
ACEISTU,E,97,485
ACEISTU,C,100,587
AKNORSU,U,62,275
AKNORSU,S,78,332
AKNORSU,R,75,314
AKNORSU,O,57,208
AKNORSU,N,82,342
AKNORSU,K,54,218
ADLMSUY,U,61,217
ADLMSUY,S,61,234
ADLMSUY,M,68,273
ADLMSUY,L,72,278
ADLMSUY,A,96,353
AEILSUW,I,65,283
AEILSUW,E,80,338
AEILSUW,A,76,320
DEFILSU,U,65,278
DEFILSU,S,81,341
DEFILSU,L,98,397
DEFILSU,I,76,335
DEFILSU,F,62,275
DEFILSU,D,71,316
CFILRSU,U,58,247
CFILRSU,S,58,241
ADEILSU,U,62,251
EIKLNSU,U,56,303
EIKLNSU,N,98,537
EIKLNSU,K,69,324
EIKLNSU,I,96,465
ILRSTUY,U,57,268
ILRSTUY,T,50,219
ILRSTUY,S,66,307
ILRSTUY,L,53,209
ILRSTUY,I,52,229
AMNRSTU,N,88,420
AMNRSTU,M,90,407
EIMRSUZ,S,79,335
EIMRSUZ,R,72,324
EIMRSUZ,M,57,269
EIMRSUZ,I,65,283
EIMRSUZ,E,77,333
ABEMNSU,U,60,273
ABEMNSU,N,90,409
ABEMNSU,M,88,403
ABEMNSU,E,97,425
ABEMNSU,B,53,210
BENRSUY,U,63,291
BENRSUY,S,60,250
BENRSUY,R,70,303
BENRSUY,E,73,302
BDENRSU,S,99,506
BDENRSU,N,99,558
BDENRSU,B,59,287
DNOPRSU,U,54,223
DNOPRSU,S,50,206
DNOPRSU,R,57,253
DNOPRSU,O,67,265
ALMNPSU,U,92,368
ALMNPSU,S,98,406
ALMNPSU,P,76,291
ALMNPSU,N,69,330
ALMNPSU,M,77,323
ALMNPSU,L,98,404
ADEHNSU,U,74,367
ADEHNSU,H,61,288
CKNRSTU,U,54,198
ANPRSTU,P,87,362
ANPRSTU,N,83,387
EGOPRSU,U,93,463
EGOPRSU,G,55,285
EHPRSTU,P,95,484
EHPRSTU,H,63,288
EMPRSUX,U,65,289
EMPRSUX,S,70,321
EMPRSUX,R,73,347
EMPRSUX,P,56,256
EMPRSUX,E,77,344
EOPRSUW,U,69,331
EOPRSUW,O,92,471
ENPRSUV,V,53,327
ENPRSUV,U,72,372
ENPRSUV,P,72,378
ENPRSUV,N,66,378
EIPRSUV,V,50,307
EIPRSUV,U,63,337
EIPRSUV,P,91,496
EIPRSUV,I,77,405
INOPSTU,U,77,393
INOPSTU,P,94,477
EFIRSTU,U,83,416
EFIRSTU,I,97,462
EFIRSTU,F,71,317
FGINRSU,N,51,263
FGINRSU,I,61,297
FGINRSU,G,52,265
ELMRSTU,M,81,387
ELMRSTU,L,99,488
INPRSTU,U,81,388
INPRSTU,T,79,363
INPRSTU,S,84,403
INPRSTU,R,63,324
INPRSTU,P,62,288
INPRSTU,N,58,264
INPRSTU,I,88,406
EILRSUV,V,69,377
EILRSUV,U,50,226
EILRSUV,R,97,462
EILRSUV,L,89,403
EILRSUV,I,87,393
EORSUVY,S,59,263
EORSUVY,R,74,303
EORSUVY,E,70,292
AILRSUV,U,70,331
AILRSUV,S,87,376
AILRSUV,R,79,338
AILRSUV,L,97,433
AILRSUV,I,88,357
GINRSUV,I,53,270
CDEPSTU,U,63,250
CDEPSTU,T,56,255
CDEPSTU,S,74,291
CDEPSTU,E,83,358
EFLNPSU,U,56,264
EFLNPSU,S,73,392
EFLNPSU,L,71,352
EFLNPSU,E,86,421
EINPSUV,S,76,364
EINPSUV,P,50,230
EINPSUV,N,64,329
EINPSUV,I,60,291
EINPSUV,E,72,340
AEHNQSU,S,70,284
AEHNQSU,N,50,224
AEHNQSU,A,59,246
ABDLRSV,A,63,201
BDEGRSV,R,65,336
BDEGRSV,E,80,379
DEPRSUV,U,68,298
DEPRSUV,P,73,392
DEPRSUV,D,60,312
AEIRSVZ,V,52,248
AEIRSVZ,S,82,333
AEIRSVZ,R,100,414
AEIRSVZ,I,70,278
AEIRSVZ,E,98,409
AEIRSVZ,A,76,279
ABGINSW,S,78,351
ABGINSW,N,94,456
ABGINSW,I,84,422
ABGINSW,G,68,343
ABGINSW,A,97,424
ADELOSW,W,64,282
ADELOSW,O,77,289
ADELOSW,D,97,393
AILOSTW,T,94,320
AILOSTW,S,99,368
AILOSTW,O,74,248
AILOSTW,I,81,309
ADEMRSW,W,59,291
ADEMPSW,S,66,250
ADEMPSW,M,53,196
ADEMPSW,E,75,275
ADEMPSW,D,54,192
ADEMPSW,A,83,308
ACEKNSW,S,71,318
ACEKNSW,N,82,377
ACEKNSW,E,77,331
ACEKNSW,A,84,347
AHRSTWY,T,65,281
AHRSTWY,S,59,224
AHRSTWY,R,60,266
AHRSTWY,A,97,369
ADEORSW,W,76,391
ADEORSW,O,81,357
AEISTUW,T,86,356
AEISTUW,S,91,384
AEISTUW,E,70,304
AEISTUW,A,68,289
EGINPSW,S,80,389
EGINPSW,P,56,280
EGINPSW,N,92,487
EGINPSW,I,94,493
EGINPSW,G,57,327
EGINPSW,E,87,410
AEKPSTW,T,90,377
AEKPSTW,S,96,387
AEKPSTW,P,67,276
AEKPSTW,A,98,386
AEFLSTW,F,55,240
ADEHLSW,W,69,330
ADEHLSW,H,83,387
ADEHLSW,D,92,418
EGILNSW,W,54,321
EGILNSW,G,79,472
ELRSTWY,T,88,456
ELRSTWY,S,88,449
ELRSTWY,R,80,403
ELRSTWY,L,75,386
AEIRSTW,W,78,418
AEINSTW,W,68,329
EFILSTW,T,80,321
EFILSTW,S,85,374
EFILSTW,L,100,401
EFILSTW,I,91,358
FILSTWY,I,52,175
EFINSTW,I,98,496
EIMRSTW,M,82,384
DEILNSW,W,66,364
DEILNSW,N,100,574
DEILNSW,D,93,488
GILNRSW,I,62,298
EHIRSTW,W,64,335
EHIRSTW,H,83,444
ABFILSY,S,63,270
ABFILSY,L,86,373
ABFILSY,I,64,278
ABFILSY,B,55,233
ABFILSY,A,92,394
ABEILSY,Y,57,268
ABEILSY,I,88,418
ABDELSY,Y,64,299
ABDELSY,D,90,416
EGILOSY,S,63,256
EGILOSY,O,55,223
EGILOSY,L,85,330
EGILOSY,E,56,238
GILOSTY,S,50,196
GILOSTY,O,64,235
GILOSTY,L,68,242
GILOSTY,I,52,191
ALNSUVY,S,57,264
ALNSUVY,N,51,241
ALNSUVY,L,58,261
ALNSUVY,A,86,373
EILNSVY,S,81,428
EILNSVY,N,68,370
EILNSVY,L,86,430
EILNSVY,I,75,338
EILSTVY,T,71,345
EILSTVY,S,82,384
EILSTVY,L,98,446
EILSTVY,I,76,321
EILSTVY,E,97,443
BILMOSY,S,53,241
BILMOSY,O,64,255
BILMOSY,L,60,215
BILMOSY,I,54,228
EIMRSTY,M,96,472
AHMPSTY,S,58,212
AHMPSTY,A,87,311
AMPRSTY,T,78,310
AMPRSTY,S,70,278
AMPRSTY,R,87,324
AMPRSTY,P,58,210
AMPRSTY,M,51,183
HMNOPSY,O,64,256
AHLMPSY,S,78,309
AHLMPSY,P,53,231
AHLMPSY,M,52,206
AHLMPSY,L,78,331
HMPSTUY,U,53,200
IMOPSUY,S,60,275
AEINRSY,Y,52,253
ACEJNSY,S,55,250
ACEJNSY,N,61,287
ACEJNSY,A,60,269
ADINPSY,S,83,360
ADINPSY,P,69,323
ADINPSY,N,89,436
ADINPSY,I,84,390
ADINPSY,D,55,263
ACNPRSY,R,56,220
ACNPRSY,A,97,377
CHNORSY,O,56,219
ACILNSY,Y,62,331
ACILNSY,S,97,485
ACILNSY,N,84,423
ACILNSY,C,81,440
CENOPSY,S,72,306
CENOPSY,P,55,186
CENOPSY,O,81,308
CENOPSY,N,66,271
CENOPSY,E,79,317
CENRSUY,U,62,326
CENRSUY,S,85,429
CENRSUY,R,82,401
CENRSUY,N,50,295
CENRSUY,E,88,437
CENRSUY,C,58,327
CINOSUY,S,67,361
CINOSUY,O,67,348
CINOSUY,N,69,358
CINOSUY,I,59,334
CINOSUY,C,61,325
IMNOSTY,T,61,264
IMNOSTY,S,72,353
IMNOSTY,O,82,416
IMNOSTY,N,66,314
IMNOSTY,M,60,324
IMNOSTY,I,70,336
LMNOSUY,O,55,220
AINOSVY,S,58,261
AINOSVY,N,72,313
AINOSVY,I,56,251
AINOSVY,A,68,280
EHINSTY,I,88,491
ACERSUY,U,84,434
EGINRSY,G,94,555
AEIMSTY,I,85,435
EIMSTYZ,E,51,189
ADILRSZ,S,53,185
ADILRSZ,R,52,163
ADILRSZ,L,57,211
ADILRSZ,I,79,248
ADILRSZ,A,88,286
ABDILOT,T,79,287
ABDILOT,O,82,279
ABDILOT,L,96,337
ABDILOT,I,74,273
ABDILOT,D,50,161
ABDILOT,B,69,277
ABDILOT,A,93,352
ACGIKNT,T,77,395
ACGIKNT,C,54,315
ACEKLRT,K,71,315
ADELOPT,D,97,435
ADILNTW,T,62,261
ADILNTW,N,72,326
ADILNTW,L,62,240
ADILNTW,I,90,368
ADILNTW,A,96,390
AILORTW,R,89,361
AILORTW,O,78,298
AILORTW,L,89,312
AILORTW,I,82,310
AIJKNST,T,64,307
AIJKNST,S,70,307
AIJKNST,N,89,405
AIJKNST,I,90,391
AIJKNST,A,93,425
AEIKLTV,V,51,245
AEIKLTV,T,74,351
AEIKLTV,I,76,309
AEIKLTV,E,91,389
AEIKLTV,A,92,401
AGIKLNT,T,83,403
AGIKLNT,G,94,488
ADIMNRT,T,93,437
ADIMNRT,D,81,339
AIKMRST,T,85,389
AIKMRST,S,97,400
AIKMRST,M,80,305
ABCMORT,T,99,435
ABCMORT,M,86,355
ABCMORT,C,79,387
ABCMORT,B,65,290
ACEMNTU,U,58,290
ACEMNTU,T,98,462
ACEMNTU,N,97,480
ACEMNTU,M,77,344
ACEMNTU,E,97,459
ACEMNTU,C,57,315
AGIKNTY,T,58,267
AGIKNTY,N,86,376
AGIKNTY,I,75,333
AGIKNTY,A,79,324
ACEGNTY,T,67,318
ACEGNTY,N,80,368
ACEGNTY,E,71,339
ACEGNTY,A,88,403
AFKLNTU,A,58,196
AGILNTZ,T,72,371
AGILNTZ,L,86,427
AGILNTZ,G,89,446
ACDENPT,P,92,485
ACDENPT,C,83,501
AEPRSTY,Y,95,437
AIPRSTU,U,100,498
AEMNOPT,P,81,332
ACMRTUX,R,52,205
ACMRTUX,A,63,248
ABHORST,S,96,372
ABHORST,H,76,316
ABHORST,B,74,285
ADILRTY,Y,65,308
ADILRTY,T,76,333
ADILRTY,R,92,369
ADILRTY,L,90,381
ADILRTY,I,100,421
ADILRTY,D,64,260
AHINRST,H,71,352
AEHKNST,K,64,270
AEHKNST,H,72,333
AHIMSTU,U,61,254
AHIMSTU,T,70,319
AHIMSTU,M,92,407
AHIMSTU,I,81,381
AHIMSTU,H,71,336
AEKMRST,K,59,260
ABDESTU,U,69,274
ABDESTU,D,83,366
ABDESTU,B,86,324
AGORSTU,U,94,424
AGORSTU,O,99,434
AGORSTU,G,69,304
AGLOTUY,T,55,205
AGLOTUY,O,65,266
AGLOTUY,L,82,309
AGLOTUY,G,54,195
AGLOTUY,A,69,278
ABILTXY,L,78,342
ABILTXY,I,76,329
ABILTXY,A,73,324
ADINSTX,T,57,267
ADINSTX,S,68,283
ADINSTX,N,74,342
ADINSTX,I,92,382
ADINSTX,A,97,424
